Ticker,Symbol,Stock,Sector,Year,Year_as,Company_Name,TOTAL_REVENUES,COGS,GROSS_PROFIT,SG_A,R_D,D_A,A_INTANGIBLES,NET_INTEREST_EXP,UNUSUAL_ITEMS,EBT,TAX_EXPENSE,E_CONT_OPER,E_DISC_OPER,EXTR_ITEMS,OTHER_ADJUSTMENTS,M_A_COST,NET_INCOME_INCL_EI,NET_INCOME_EXCL_EI,RENTAL_EXPENSE,INTEREST_LT,TAXES,DEFERRED_TAX,EBIT,EBITDA,CONSOLIDATED_EBITDA,EBITDAR
NASDAQ:AAPL,AAPL,NASDAQ,Information Technology,2015,2015-12-31,Apple Inc.,233715.0,140089.0,93626.0,14329.0,8067.0,0.0,0.0,2188.0,0.0,72515.0,19121.0,53394.0,0.0,0,0.0,0.0,53394.0,53394.0,794.0,722.0,17739.0,1382.0,71230.0,82487.0,82487.0,83281.0
