Ticker,Symbol,Stock,Sector,Year_as,Year,Company_Name,CASH,ST_INVESTMENTS,RECEIVABLES,INVENTORY,OTHER_CURRENT_ASSETS,TOTAL_CURRENT_ASSETS,PP&E,DEPRECIATION,LT_INVESTMENTS,INTANGIBLES_GW,OTHER_NON_CURRENT_ASSETS,NON_CURRENT_ASSETS,TOTAL_ASSETS,PAYABLES,ST_DEBT,CPLTD_DEBT,CPLTD_LEASES,CURRENT_LIAB,LT_DEBT,LT_LEASES,OTHER_NON_CURRENT_LIAB,NON_CURRENT_LIAB,TOTAL_LIAB,RETAINED_EAR,TOTAL_EQUITY
NASDAQ:AAPL,AAPL,NASDAQ,Information Technology,2015-12-31,2015,Apple Inc.,21120.0,20481.0,30343.0,2349.0,15085.0,89378.0,49257.0,-26786.0,164065.0,9009.0,5422.0,200967.0,290345.0,35490.0,8499.0,2513.0,0.0,80610.0,53329.0,0.0,37051.0,90380.0,170990.0,92284.0,119355.0
