Ticker,Symbol,Stock,Sector,Year_as,Year,Company_Name,CASH,ST_INVESTMENTS,RECEIVABLES,INVENTORY,OTHER_CURRENT_ASSETS,TOTAL_CURRENT_ASSETS,PP&E,DEPRECIATION,LT_INVESTMENTS,INTANGIBLES_GW,OTHER_NON_CURRENT_ASSETS,NON_CURRENT_ASSETS,TOTAL_ASSETS,PAYABLES,ST_DEBT,CPLTD_DEBT,CPLTD_LEASES,CURRENT_LIAB,LT_DEBT,LT_LEASES,OTHER_NON_CURRENT_LIAB,NON_CURRENT_LIAB,TOTAL_LIAB,RETAINED_EAR,TOTAL_EQUITY
NYSE:L,L,NYSE,Financials,2015-12-31,2015,Loews Corp.,440.0,4810.0,3180.0,0.0,5536.0,13966.0,21510.0,-6033.0,44149.0,1023.0,1391.0,62040.0,76006.0,22663.0,0.0,1040.0,0.0,27941.0,9520.0,0.0,15735.0,25255.0,53196.0,14731.0,22810.0
